data,ticker,peso,dinheiro_por_acao,preco_compra,quantidade_acoes,preco_fechamento_ajustado
2012-03-01,LEVE3,0.5,5471.753800279996,17.2,314.2879839333714,17.41
2012-03-02,AUTM3,0.5,5636.878168845844,12.63,428.00897257751285,13.17
2012-03-02,LEVE3,0.5,5443.467881725993,17.2,314.2879839333714,17.32
2012-03-05,AUTM3,0.5,5598.357361313868,12.63,428.00897257751285,13.08
2012-03-05,LEVE3,0.5,5371.181645421317,17.2,314.2879839333714,17.09
2012-03-06,AUTM3,0.5,5576.956912684992,12.63,428.00897257751285,13.03
2012-03-06,LEVE3,0.5,5459.182280922661,17.2,314.2879839333714,17.37
2012-03-07,AUTM3,0.5,5653.998527748945,12.63,428.00897257751285,13.21
2012-03-07,LEVE3,0.5,5474.89668011933,17.2,314.2879839333714,17.42
2012-03-08,AUTM3,0.5,6056.326961971807,12.63,428.00897257751285,14.15
2012-03-08,LEVE3,0.5,5562.897315620673,17.2,314.2879839333714,17.7
2012-03-09,AUTM3,0.5,6240.370820180137,12.63,428.00897257751285,14.58
2012-03-09,LEVE3,0.5,5650.897951122018,17.2,314.2879839333714,17.98
2012-03-12,AUTM3,0.5,6137.6486667615345,12.63,428.00897257751285,14.34
2012-03-12,LEVE3,0.5,5716.898427748026,17.2,314.2879839333714,18.19
2012-03-13,AUTM3,0.5,6261.771268809013,12.63,428.00897257751285,14.63
2012-03-13,LEVE3,0.5,5688.612509194022,17.2,314.2879839333714,18.1
2012-03-14,AUTM3,0.5,6197.5699229223865,12.63,428.00897257751285,14.48
2012-03-14,LEVE3,0.5,5757.755865659364,17.2,314.2879839333714,18.32
2012-03-15,AUTM3,0.5,6189.009743470836,12.63,428.00897257751285,14.46
2012-03-15,LEVE3,0.5,5729.46994710536,17.2,314.2879839333714,18.23
2012-03-16,AUTM3,0.5,5863.722924311925,12.63,428.00897257751285,13.7
2012-03-16,LEVE3,0.5,5654.04083096135,17.2,314.2879839333714,17.99
2012-03-19,AUTM3,0.5,5923.644180472777,12.63,428.00897257751285,13.84
2012-03-19,LEVE3,0.5,5625.754912407348,17.2,314.2879839333714,17.9
2012-03-20,AUTM3,0.5,5923.644180472777,12.63,428.00897257751285,13.84
2012-03-20,LEVE3,0.5,5597.468993853344,17.2,314.2879839333714,17.81
