,data,preco_abertura,preco_fechamento,preco_maximo,preco_medio,preco_minimo,quantidade_negociada,quantidade_negocios,ticker,volume_negociado,fator_ajuste,preco_fechamento_ajustado,fator_ajuste_desdobramentos,preco_fechamento_ajustado_desdobramentos,preco_abertura_ajustado,preco_maximo_ajustado,preco_medio_ajustado,preco_minimo_ajustado,volume,ValorDeMercado,EBIT_EV,momento_6_meses,ebit_dl,volume_medio_prop_20_200,RANK_FINAL_carteira1,ValorDeMercado_RANK_carteira1,EBIT_EV_RANK_carteira1,momento_6_meses_RANK_carteira1,ebit_dl_RANK_carteira1,volume_medio_prop_20_200_RANK_carteira1,posicao_carteira1
1163300,2025-08-08,18.69,18.94,18.97,18.83,18.47,3819500,8985,KLBN11,71938108.0,0.98675,18.69,1.0,18.94,18.4423575,18.7186475,18.580502499999998,18.2252725,71938108.0,23480593373.0,0.09170912939318479,-0.11547562707051573,0.16893174554039286,0.7429556418193629,643.0,137.0,116.0,140.0,135.0,115.0,159.0
1163381,2025-08-08,12.44,12.44,12.6,12.44,12.32,753500,1661,LAVV3,9375343.0,1.0,12.44,1.0,12.44,12.44,12.6,12.44,12.32,5587485.0,2431203339.0,0.1945526636804558,0.5170731707317073,8.31523194725818,0.9348835961238277,193.0,65.0,15.0,19.0,32.0,62.0,7.0
1163112,2025-08-08,27.74,27.51,27.9,27.57,27.38,314800,1810,LEVE3,8679079.0,1.0,27.51,1.0,27.51,27.74,27.9,27.57,27.38,6427733.0,3728677890.0,0.1713950850559518,0.0536193029490617,0.712494242518661,0.7078359080526698,397.0,79.0,29.0,103.0,61.0,125.0,69.0
1163362,2025-08-08,6.42,6.7,6.81,6.62,6.25,1118000,2405,LIGT3,7411662.0,1.0,6.7,1.0,6.7,6.42,6.81,6.62,6.25,3619329.0,2496120671.0,0.18593865359810596,0.6262135922330097,0.25865644714381625,0.9711128010682418,254.0,66.0,17.0,11.0,107.0,53.0,16.0
1163373,2025-08-08,2.63,2.57,2.63,2.57,2.55,1734900,1522,LJQQ3,4460663.0,1.0,2.57,1.0,2.57,2.63,2.63,2.57,2.55,3752934.0,531776690.0,0.06669407770537461,0.13716814159292046,0.2760277408882987,0.40390677859696994,505.0,13.0,136.0,90.0,102.0,164.0,126.0
1163205,2025-08-08,20.06,20.19,20.39,20.2,20.06,435800,2851,LOGG3,8806383.0,0.98824,19.95,1.0,20.19,19.8240944,20.1502136,19.962448,19.8240944,5056841.0,1773873210.0,0.13797784149289974,0.061170212765957466,0.2550721448254746,0.905127322071402,382.0,48.0,59.0,102.0,109.0,64.0,61.0
1163224,2025-08-08,17.63,16.73,17.69,16.9,16.57,34797000,56963,LREN3,588168670.0,1.0,16.73,1.0,16.73,17.63,17.69,16.9,16.57,229672776.0,17726271500.0,0.07620335914455226,0.29689922480620146,999.0,1.149777220008598,336.5,134.0,126.0,43.0,15.5,18.0,42.5
1163337,2025-08-08,4.12,4.02,4.12,4.06,4.02,4062800,6478,LWSA3,16505402.0,1.0,4.02,1.0,4.02,4.12,4.12,4.06,4.02,21881882.0,2262803642.0,0.06346223851712811,0.25233644859813076,999.0,0.7598129782881627,374.5,59.0,139.0,52.0,15.5,109.0,58.0
1163106,2025-08-08,4.6,4.66,4.7,4.63,4.6,74500,512,MATD3,345579.0,1.0,4.66,1.0,4.66,4.6,4.7,4.63,4.6,1043989.0,1608434066.0,-0.14254729679427142,0.16209476309226933,-999.0,0.5599307678677655,608.0,43.0,167.0,77.0,165.0,156.0,154.0
1163301,2025-08-08,24.38,24.33,24.6,24.16,23.8,421800,2108,MDIA3,10194726.0,1.0,24.33,1.0,24.33,24.38,24.6,24.16,23.8,10019856.0,8247870000.0,0.0876588186063925,0.08229537366548034,999.0,0.7292806300138838,463.5,110.0,122.0,98.0,15.5,118.0,104.5
1163338,2025-08-08,22.55,23.04,23.08,22.88,22.32,812200,3722,MDNE3,18590277.0,1.0,23.04,1.0,23.04,22.55,23.08,22.88,22.32,13776077.0,1956312000.0,0.13517918203899934,0.8808163265306121,2.240341981038202,1.1898537604281916,178.0,53.0,63.0,6.0,40.0,16.0,5.0
1163222,2025-08-08,3.3,3.37,3.38,3.33,3.29,173700,302,MELK3,579898.0,1.0,3.37,1.0,3.37,3.3,3.38,3.33,3.29,756589.0,695127679.0,0.13079710259918595,0.1462585034013606,999.0,0.5033438366434415,350.5,16.0,72.0,87.0,15.5,160.0,48.0
1163266,2025-08-08,7.36,7.04,7.36,7.06,6.95,33096700,21361,MGLU3,233874654.0,1.0,7.04,1.0,7.04,7.36,7.36,7.06,6.95,150231133.0,5202526546.0,0.20327817925054947,0.0014224751066855834,0.5734617776973474,0.617886080586494,430.0,89.0,12.0,115.0,69.0,145.0,89.5
1163130,2025-08-08,11.59,11.62,11.69,11.61,11.5,900900,2108,MILS3,10462862.0,1.0,11.62,1.0,11.62,11.59,11.69,11.61,11.5,5891225.0,2721148360.0,0.1380355157398454,0.24145299145299148,0.4554434194170442,0.864933290482204,339.0,69.0,57.0,55.0,78.0,80.0,44.0
1163118,2025-08-08,1.06,1.07,1.07,1.06,1.05,475400,278,MLAS3,505709.0,1.0,1.07,1.0,1.07,1.06,1.07,1.06,1.05,838864.0,877976971.0,0.012958493868289728,-0.13008130081300806,0.06556134007749,0.45613890658374606,644.0,22.0,158.0,144.0,157.0,163.0,160.5
1163360,2025-08-08,7.2,7.52,7.59,7.39,7.14,17341800,20351,MOVI3,128183269.0,1.0,7.52,1.0,7.52,7.2,7.59,7.39,7.14,31904048.0,2724511687.0,0.13844748745771926,1.026954177897574,0.16173133201042386,1.024823119170595,309.0,70.0,56.0,3.0,141.0,39.0,31.0
1163115,2025-08-08,22.15,22.24,22.6,22.31,22.01,5689800,19871,MRFG3,126952394.0,1.0,22.24,1.0,22.24,22.15,22.6,22.31,22.01,116801563.0,19704640000.0,0.09434882979340616,0.5098438560760352,0.1373595925494764,0.9532506300184952,474.0,136.0,112.0,21.0,148.0,57.0,108.0
1163159,2025-08-08,6.54,6.49,6.65,6.5,6.4,8538100,8417,MRVE3,55561083.0,1.0,6.49,1.0,6.49,6.54,6.65,6.5,6.4,55561083.0,3652747230.0,0.027378875093813,0.17572463768115965,0.03870564541612199,0.9459433404248427,521.0,76.0,156.0,72.0,158.0,59.0,132.5
1163366,2025-08-08,3.62,3.53,3.67,3.57,3.52,1852700,3287,MTRE3,6631853.0,1.0,3.53,1.0,3.53,3.62,3.67,3.57,3.52,1498883.0,373385115.0,0.11486027075831842,0.15359477124182996,0.20483846265202804,0.8927785111901029,370.0,10.0,88.0,82.0,123.0,67.0,55.0
1163332,2025-08-08,26.11,25.94,26.2,25.93,25.78,4274300,12222,MULT3,110846142.0,1.0,25.94,1.0,25.94,26.11,26.2,25.93,25.78,82876916.0,13311466404.0,0.10093689530618057,0.16531895777178796,0.40754900056889976,0.9152770810920906,454.0,127.0,103.0,76.0,85.0,63.0,98.0
1163209,2025-08-08,14.34,13.91,14.6,14.13,13.91,886800,4402,MYPK3,12534920.0,1.0,13.91,1.0,13.91,14.34,14.6,14.13,13.91,10777644.0,2138245200.0,0.1779691371612139,0.02656826568265669,0.27512723637037667,1.0095500195590874,333.0,57.0,23.0,108.0,105.0,40.0,38.5
1163124,2025-08-08,9.17,8.88,9.21,8.87,8.73,6156000,20180,NATU3,54632676.0,1.0,8.88,1.0,8.88,9.17,9.21,8.87,8.73,47768916.0,8171420400.0,0.17939401580414202,-0.7523703290574456,999.0,7.580472733711514,317.5,109.0,22.0,170.0,15.5,1.0,35.0
1163114,2025-08-08,26.26,26.82,26.95,26.6,26.15,1289000,5043,NEOE3,34298996.0,1.0,26.82,1.0,26.82,26.26,26.95,26.6,26.15,25153256.0,32554042191.0,0.1295846599522003,0.46477334789732394,0.22335837816209486,1.103022480559096,383.0,148.0,74.0,23.0,116.0,22.0,62.5
1163394,2025-08-08,12.41,12.66,12.72,12.53,12.32,3086600,5975,ODPV3,38690919.0,0.98331,12.45,1.0,12.66,12.2028771,12.507703200000002,12.3208743,12.1143792,17866338.0,6910148121.0,0.10049743963734073,0.17452830188679247,999.0,1.329947325137543,304.5,101.0,105.0,73.0,15.5,10.0,29.0
1163376,2025-08-08,0.55,0.53,0.56,0.54,0.53,1109800,343,OIBR3,600416.0,1.0,0.53,1.0,0.53,0.55,0.56,0.54,0.53,1402090.0,186192370.0,-0.13303956118837829,-0.6513157894736842,-999.0,0.29487162762400004,671.0,4.0,166.0,169.0,165.0,167.0,166.0
1163385,2025-08-08,5.52,5.62,5.62,5.53,5.46,573800,878,ONCO3,3176312.0,1.0,5.62,1.0,5.62,5.52,5.62,5.53,5.46,5721272.0,3662870479.0,-0.03081651730991159,1.5779816513761467,-999.0,0.3131493079354883,571.0,77.0,162.0,1.0,165.0,166.0,146.0
1163359,2025-08-08,6.16,6.38,6.45,6.33,6.16,393300,1441,OPCT3,2490293.0,1.0,6.38,1.0,6.38,6.16,6.45,6.33,6.16,2348079.0,1275741955.0,0.11075477380537943,0.1557971014492754,0.22791683078007421,0.8890664225546612,392.0,34.0,94.0,81.0,114.0,69.0,67.5
1163116,2025-08-08,48.24,48.19,48.5,48.16,47.91,346000,1447,ORVR3,16665205.0,1.0,48.19,1.0,48.19,48.24,48.5,48.16,47.91,19843671.0,3997408690.0,0.047492258499209065,0.1462892483349192,0.1724466571273239,0.8811991481205838,521.0,81.0,150.0,86.0,133.0,71.0,132.5
1163392,2025-08-08,3.19,3.09,3.2,3.1,3.03,8396600,8750,PCAR3,26052661.0,1.0,3.09,1.0,3.09,3.19,3.2,3.1,3.03,26052661.0,13652322610.0,-0.011794827059272785,0.17938931297709915,-999.0,1.0864984852530637,548.0,129.0,160.0,70.0,165.0,24.0,143.0
1163234,2025-08-08,31.5,30.53,32.05,31.08,30.53,107210500,48710,PETR4,3332535688.0,1.0,30.53,1.0,30.53,31.5,32.05,31.08,30.53,779056632.0,410238031803.0,0.18242516620125898,-0.1346371882086168,0.41659313495416,0.7692746479277307,523.0,171.0,18.0,145.0,84.0,105.0,135.0
1163185,2025-08-08,4.35,4.25,4.54,4.39,4.25,21753400,28108,PETZ3,95510885.0,1.0,4.25,1.0,4.25,4.35,4.54,4.39,4.25,23925379.0,1966644681.0,0.0487043703908385,-0.04921700223713643,1.8192724315131799,0.8645900172832175,458.0,54.0,149.0,129.0,44.0,82.0,101.5
1163154,2025-08-08,7.31,7.41,7.44,7.35,7.25,98300,526,PFRM3,723182.0,1.0,7.41,1.0,7.41,7.31,7.44,7.35,7.25,1038187.0,917454330.0,0.17214913039401483,0.15600624024961007,0.3592198741166967,0.783105653741086,324.0,24.0,28.0,80.0,92.0,100.0,36.0
1163138,2025-08-08,3.94,3.82,3.96,3.85,3.81,630200,2085,PGMN3,2428830.0,1.0,3.82,1.0,3.82,3.94,3.96,3.85,3.81,3175259.0,2378609852.0,0.18051734108185577,0.22435897435897423,0.4752471237818845,1.0573290458858644,250.0,64.0,20.0,60.0,75.0,31.0,13.5
1163125,2025-08-08,13.33,13.57,14.16,13.83,12.91,1965800,9145,PLPL3,27189599.0,1.0,13.57,1.0,13.57,13.33,14.16,13.83,12.91,11493128.0,2766936570.0,0.16883817770011406,0.33431661750245834,2.707265386851557,0.9595368127953647,232.0,72.0,31.0,37.0,37.0,55.0,8.0
1163372,2025-08-08,10.0,10.21,10.31,10.14,9.99,519400,2614,PNVL3,5268471.0,1.0,10.21,1.0,10.21,10.0,10.31,10.14,9.99,2039737.0,1786461304.0,0.06952255288987337,0.2746566791510614,0.191001147303836,0.940041617344362,422.0,49.0,135.0,48.0,130.0,60.0,84.5
1163217,2025-08-08,9.1,8.96,9.3,9.05,8.84,14900200,14138,POMO4,134945404.0,1.0,8.96,1.0,8.96,9.1,9.3,9.05,8.84,64921090.0,9406185076.0,0.13238909737904947,0.15612903225806463,1.050136194398342,0.7471270208416013,422.0,115.0,68.0,79.0,47.0,113.0,84.5
1163370,2025-08-08,17.74,17.72,17.76,17.7,17.7,2565600,766,PORT3,45419257.0,1.0,17.72,1.0,17.72,17.74,17.76,17.7,17.7,18593541.0,7814128388.0,0.09211560299857963,0.09857408555486669,0.3933533794939077,0.8009838471166586,501.0,107.0,115.0,95.0,86.0,98.0,120.5
1163329,2025-08-08,39.7,39.54,40.15,39.6,39.0,9294500,27305,PRIO3,368083494.0,1.0,39.54,1.0,39.54,39.7,40.15,39.6,39.0,276228484.0,35441527680.0,0.07159114118050873,-0.04098957070094589,0.2104251666481996,0.8097517285005102,626.0,153.0,131.0,127.0,121.0,94.0,157.0
1163368,2025-08-08,15.38,15.36,15.46,15.33,14.86,257900,1160,PRNR3,3954358.0,1.0,15.36,1.0,15.36,15.38,15.46,15.33,14.86,3954358.0,717630828.0,0.10413652918865589,-0.06169822846670747,0.3104405918727915,0.8647711248700841,432.0,18.0,102.0,131.0,100.0,81.0,91.5
1163184,2025-08-08,52.74,53.51,54.3,53.46,52.73,2615500,14305,PSSA3,139850404.0,1.0,53.51,1.0,53.51,52.74,54.3,53.46,52.73,88140322.0,34598816860.0,0.12882286283493347,0.35674442190669375,999.0,1.2766113178230414,289.5,152.0,75.0,35.0,15.5,12.0,23.0
1163307,2025-08-08,3.9,3.79,3.97,3.84,3.72,592000,573,PTBL3,2275197.0,1.0,3.79,1.0,3.79,3.9,3.97,3.84,3.72,872307.0,534340730.0,0.07411771001652971,0.046961325966850875,0.11379506569126607,0.6074028752032913,544.0,14.0,127.0,105.0,152.0,146.0,141.0
1163129,2025-08-08,1.78,1.75,1.81,1.75,1.73,2808100,1909,QUAL3,4937537.0,1.0,1.75,1.0,1.75,1.78,1.81,1.75,1.73,2129724.0,497025069.0,0.12473534513285363,-0.05405405405405406,0.18742750820351803,0.4921388961531146,515.0,12.0,80.0,130.0,131.0,162.0,130.5
1163194,2025-08-08,17.39,17.65,17.81,17.56,17.28,14993700,25934,RADL3,263353728.0,1.0,17.65,1.0,17.65,17.39,17.81,17.56,17.28,121890644.0,30322827080.0,0.070855442079553,-0.11127895266868082,0.7659261765853387,0.8909104034248427,545.0,146.0,132.0,139.0,60.0,68.0,142.0
1163350,2025-08-08,16.82,15.34,16.82,15.7,15.22,34740200,45889,RAIL3,545422864.0,1.0,15.34,1.0,15.34,16.82,16.82,15.7,15.22,154551301.0,28453689678.0,0.050909925031126804,-0.1454038997214484,0.16134945293149308,0.7557489970938898,691.0,145.0,147.0,146.0,142.0,111.0,170.0
1163395,2025-08-08,1.31,1.24,1.31,1.27,1.24,20728200,10555,RAIZ4,26524532.0,1.0,1.24,1.0,1.24,1.31,1.31,1.27,1.24,23709782.0,12837111760.0,0.07250456708082882,-0.3224043715846995,0.09243714449525468,0.6919045301793242,702.0,126.0,130.0,162.0,155.0,129.0,171.0
1163342,2025-08-08,7.94,7.79,7.99,7.86,7.79,428700,1343,RANI3,3370125.0,0.98592,7.68,1.0,7.79,7.828204800000001,7.8775008,7.7493312,7.6803168,4296831.0,1938730700.0,0.13390222046151862,0.14456035767511177,0.3586679272923734,0.935175947916874,359.0,52.0,65.0,88.0,93.0,61.0,51.0
1163305,2025-08-08,6.72,6.29,6.78,6.45,6.27,8864800,13186,RAPT4,57228383.0,1.0,6.29,1.0,6.29,6.72,6.78,6.45,6.27,22278921.0,2067996510.0,0.12609478886789927,-0.30497237569060776,0.16211347027132153,1.0493586859807544,468.0,55.0,79.0,161.0,140.0,33.0,106.0
1163364,2025-08-08,1.15,1.06,1.15,1.08,1.04,4490700,2186,RCSL4,4865782.0,1.0,1.06,1.0,1.06,1.15,1.15,1.08,1.04,5307922.0,41514250.0,-0.37125770141109726,0.606060606060606,-999.0,1.0311614139241152,383.0,1.0,169.0,12.0,165.0,36.0,62.5
1163397,2025-08-08,36.05,36.27,36.54,36.13,35.5,4464700,15401,RDOR3,161322266.0,1.0,36.27,1.0,36.27,36.05,36.54,36.13,35.5,114920747.0,83032642239.0,0.09843020919514302,0.30280172413793105,999.0,0.8245572738357588,419.5,163.0,108.0,41.0,15.5,92.0,82.0
1163180,2025-08-08,13.24,13.28,13.56,13.29,13.05,2687200,7467,RECV3,35720206.0,1.0,13.28,1.0,13.28,13.24,13.56,13.29,13.05,25192698.0,3897309833.0,0.18701974518206477,-0.11702127659574468,0.8084750820650553,0.6761347347469167,430.0,80.0,16.0,141.0,58.0,135.0,89.5
1163292,2025-08-08,35.55,35.4,36.18,35.68,35.01,11062500,24306,RENT3,394772041.0,1.0,35.4,1.0,35.4,35.55,36.18,35.68,35.01,193847173.0,38324773488.0,0.08249339519571856,0.14267269205939304,0.17378993858332575,0.5970266050425778,650.0,155.0,125.0,89.0,132.0,149.0,163.0
1163092,2025-08-08,7.87,7.86,7.98,7.88,7.85,94900,469,ROMI3,748670.0,1.0,7.86,1.0,7.86,7.87,7.98,7.88,7.85,788236.0,732322071.0,0.06969589361855391,-0.1227678571428572,0.1663183401484174,0.6553313554246958,572.0,21.0,133.0,142.0,138.0,138.0,147.0
1163353,2025-08-08,33.85,33.21,33.95,33.36,32.91,2811400,11444,SAPR11,93807026.0,1.0,33.21,1.0,33.21,33.85,33.95,33.36,32.91,38846828.0,10261085582.0,0.15271080518640187,0.28125,0.4482696181958067,1.2138800754584704,304.0,122.0,43.0,46.0,79.0,14.0,28.0
1163158,2025-08-08,11.28,10.89,11.48,10.97,10.81,1790600,6397,SBFG3,19656460.0,1.0,10.89,1.0,10.89,11.28,11.48,10.97,10.81,19656460.0,2657301352.0,0.1342254750608556,-0.0018331805682859637,0.3290782071327038,1.0672063768165765,371.0,68.0,64.0,116.0,96.0,27.0,56.0
1163289,2025-08-08,112.0,111.59,112.98,111.69,111.0,3220900,14387,SBSP3,359773283.0,1.0,111.59,1.0,111.59,112.0,112.98,111.69,111.0,282532014.0,76272866170.0,0.1742873363568956,0.17760658505698612,0.8559390597967156,0.8081877373413604,410.0,162.0,25.0,71.0,56.0,96.0,76.5
1163219,2025-08-08,4.85,4.8,4.85,4.81,4.79,401000,563,SHUL4,1929710.0,1.0,4.8,1.0,4.8,4.85,4.85,4.81,4.79,1798811.0,5248709503.0,0.05638251119320655,-0.19191919191919204,999.0,0.8980973262747761,463.5,90.0,142.0,151.0,15.5,65.0,104.5
1163150,2025-08-08,4.88,4.9,5.08,4.97,4.87,5944100,9217,SIMH3,29543511.0,1.0,4.9,1.0,4.9,4.88,5.08,4.97,4.87,14655664.0,4277898612.0,0.14064960594915138,0.42028985507246386,0.15451548984302302,0.6710046020550144,444.0,83.0,53.0,28.0,144.0,136.0,94.0
1163314,2025-08-08,17.2,17.32,17.53,17.33,17.2,1440100,4987,SLCE3,24962928.0,1.0,17.32,1.0,17.32,17.2,17.53,17.33,17.2,32912255.0,7678470681.0,0.14755027082755334,0.010501750291715295,0.3711227420217064,0.775101955479344,461.0,106.0,49.0,113.0,90.0,103.0,103.0
1163110,2025-08-08,22.86,23.47,23.74,23.53,22.86,5511500,22861,SMFT3,129718800.0,1.0,23.47,1.0,23.47,22.86,23.74,23.53,22.86,87909774.0,14017458744.0,0.08624953397972399,0.21291989664082678,0.4617364899930648,1.0847855313394297,417.0,130.0,124.0,61.0,76.0,26.0,81.0
1163160,2025-08-08,16.78,17.01,17.14,17.0,16.78,1306700,4966,SMTO3,22223888.0,1.0,17.01,1.0,17.01,16.78,17.14,17.0,16.78,26676542.0,5654726001.0,0.11247012864718581,-0.19115549215406558,0.1936232810927508,1.0071997932629333,503.0,92.0,92.0,150.0,128.0,41.0,124.0
1163357,2025-08-08,10.72,10.61,10.99,10.7,10.61,598400,2269,SOJA3,6407078.0,1.0,10.61,1.0,10.61,10.72,10.99,10.7,10.61,3622003.0,1434813048.0,0.08954328836035425,0.018234165067178454,0.5352554873670006,0.6060605934808135,485.0,39.0,117.0,110.0,72.0,147.0,112.0
1163202,2025-08-08,11.9,11.92,11.92,11.9,11.89,2879400,1313,SRNA3,34278641.0,1.0,11.92,1.0,11.92,11.9,11.92,11.9,11.89,41586880.0,7422948228.0,0.06473365105994981,0.7426900584795322,0.10949193387934612,0.9982777457249814,446.0,105.0,137.0,7.0,153.0,44.0,96.0
1163145,2025-08-08,13.98,14.0,14.0,13.98,13.96,2400200,2711,STBP3,33564616.0,1.0,14.0,1.0,14.0,13.98,14.0,13.98,13.96,26556502.0,12098380000.0,0.0959280044629804,0.08695652173913038,0.6127955934760786,0.7088417655482526,522.0,124.0,111.0,96.0,67.0,124.0,134.0
1163355,2025-08-08,54.18,54.58,55.28,54.62,53.54,5481800,17631,SUZB3,299447948.0,1.0,54.58,1.0,54.58,54.18,55.28,54.62,53.54,214776345.0,84519369970.0,0.08768667227661764,-0.08911882510013358,0.19169548178148288,0.6921653858921278,677.0,164.0,121.0,135.0,129.0,128.0,169.0
1163281,2025-08-08,6.8,6.9,6.92,6.87,6.8,277300,872,SYNE3,1905279.0,1.0,6.9,1.0,6.9,6.8,6.92,6.87,6.8,3080767.0,1053243600.0,0.5681699458055273,0.5231788079470199,2.065312514854557,0.8747064634040366,161.0,27.0,1.0,17.0,41.0,75.0,2.0
1163379,2025-08-08,33.75,33.58,33.89,33.68,33.46,1479600,6299,TAEE11,49834971.0,1.0,33.58,1.0,33.58,33.75,33.89,33.68,33.46,41685104.0,11536775040.0,0.1392150590328329,0.04415422885572151,0.30915441960703316,0.7285551544413986,504.0,123.0,55.0,106.0,101.0,119.0,125.0
1163313,2025-08-08,4.96,4.6,4.96,4.72,4.59,518600,1931,TASA4,2448378.0,1.0,4.6,1.0,4.6,4.96,4.96,4.72,4.59,2655599.0,705143441.0,0.17969515815246875,-0.36111111111111116,0.45654563052916075,1.2396578981087982,294.0,17.0,21.0,166.0,77.0,13.0,25.0
1163210,2025-08-08,22.5,21.5,22.63,21.78,21.17,7072600,21154,TEND3,154071813.0,1.0,21.5,1.0,21.5,22.5,22.63,21.78,21.17,37824161.0,2635427000.0,0.13147930449774267,0.5045486354093773,0.9383047784923603,1.0290524198088284,249.0,67.0,71.0,22.0,52.0,37.0,12.0
1163228,2025-08-08,15.29,15.35,15.45,15.3,14.9,951000,3461,TFCO4,14557145.0,1.0,15.35,1.0,15.35,15.29,15.45,15.3,14.9,5866486.0,2351896323.0,0.07359534976446644,0.6576673866090712,1.8618673223750142,1.4469223446670774,250.0,62.0,128.0,10.0,43.0,7.0,13.5
1163192,2025-08-08,36.25,36.01,36.58,35.97,35.42,420400,1580,TGMA3,15122616.0,1.0,36.01,1.0,36.01,36.25,36.58,35.97,35.42,7330527.0,2376764969.0,0.173242012815735,0.28791130185979963,999.0,1.1732922401671304,167.5,63.0,27.0,45.0,15.5,17.0,3.0
1163291,2025-08-08,21.83,22.37,22.48,22.31,21.78,4630500,21676,TIMS3,103307501.0,1.0,22.37,1.0,22.37,21.83,22.48,22.31,21.78,103307501.0,54153394383.0,0.11360068839926715,0.5197010869565217,999.0,1.0600338871930761,311.5,159.0,89.0,18.0,15.5,30.0,33.0
1163258,2025-08-08,43.2,42.95,43.34,43.01,42.61,2845000,13302,TOTS3,122367883.0,1.0,42.95,1.0,42.95,43.2,43.34,43.01,42.61,122367883.0,25744297904.0,0.03445176938480703,0.2917293233082707,999.0,0.9814737403643302,404.5,141.0,155.0,44.0,15.5,49.0,73.0
1163400,2025-08-08,6.3,6.23,6.48,6.27,6.23,635600,633,TRIS3,3988578.0,1.0,6.23,1.0,6.23,6.3,6.48,6.27,6.23,1525511.0,1162630140.0,0.13302755900725355,0.23366336633663387,0.5677615934248177,0.6812562639735552,358.0,29.0,67.0,59.0,70.0,133.0,49.5
1163242,2025-08-08,16.33,15.72,16.4,15.97,15.72,376800,1594,TUPY3,6019072.0,1.0,15.72,1.0,15.72,16.33,16.4,15.97,15.72,7428815.0,2266478160.0,0.12008508387170684,-0.2588401697312588,0.23376838732071095,0.5787939140652804,565.0,60.0,83.0,158.0,113.0,151.0,145.0
1163270,2025-08-08,17.02,16.33,17.06,16.67,16.33,9483700,21708,UGPA3,158151911.0,1.0,16.33,1.0,16.33,17.02,17.06,16.67,16.33,83903642.0,27610837739.0,0.11994324431994223,0.010519801980197974,0.3891736911091277,0.8457507839011114,515.0,144.0,84.0,112.0,88.0,87.0,130.5
1163236,2025-08-08,59.45,59.81,61.98,60.52,59.45,430800,2112,UNIP6,26076268.0,1.0,59.81,1.0,59.81,59.45,61.98,60.52,59.45,6102175.0,6541173862.0,0.13680726152542536,0.27881120376309587,0.982928747969509,0.8641141178837353,341.0,99.0,61.0,47.0,51.0,83.0,45.0
1163239,2025-08-08,4.46,4.42,4.51,4.44,4.38,10628000,9694,USIM5,47285744.0,1.0,4.42,1.0,4.42,4.46,4.51,4.44,4.38,57458882.0,5721977435.0,0.14553714268532625,-0.1934306569343066,1.0408511910137486,0.9681977467292672,398.0,93.0,51.0,152.0,48.0,54.0,70.0
1163276,2025-08-08,54.2,55.39,55.7,55.22,54.19,24200700,37909,VALE3,1336440125.0,1.0,55.39,1.0,55.39,54.2,55.7,55.22,54.19,1144797588.0,261661843520.0,0.13306283372161137,0.06539719176764769,0.6582448413177265,0.9575405343813291,457.0,170.0,66.0,101.0,64.0,56.0,100.0
1163308,2025-08-08,4.11,4.14,4.2,4.14,4.06,11925900,10674,VAMO3,49416147.0,1.0,4.14,1.0,4.14,4.11,4.2,4.14,4.06,45082125.0,4475474703.0,0.15671043923764244,-0.10775862068965514,0.21566206364170643,0.8170171905520196,475.0,84.0,40.0,138.0,120.0,93.0,109.0
1163371,2025-08-08,21.59,21.4,21.73,21.54,21.36,9658700,21589,VBBR3,208057138.0,1.0,21.4,1.0,21.4,21.59,21.73,21.54,21.36,215723279.0,23946600000.0,0.19509811795571974,0.35186355022109916,0.41888202327920676,1.085213702768878,297.0,139.0,14.0,36.0,83.0,25.0,26.0
1163272,2025-08-08,4.7,4.83,4.84,4.76,4.7,64400,533,VITT3,307119.0,1.0,4.83,1.0,4.83,4.7,4.84,4.76,4.7,602694.0,726016707.0,0.09798607844826758,-0.09380863039399623,0.5055456889143511,0.5316801157015655,498.0,20.0,110.0,137.0,73.0,158.0,118.0
1163208,2025-08-08,28.95,28.4,28.95,28.08,27.37,5918400,21382,VIVA3,166235147.0,1.0,28.4,1.0,28.4,28.95,28.95,28.08,27.37,85500513.0,6708016640.0,0.09979354540769579,0.3753026634382566,2.406303954763483,1.0899322646265326,300.0,100.0,106.0,33.0,38.0,23.0,27.0
1163157,2025-08-08,32.17,32.92,33.04,32.72,32.16,4766000,16075,VIVT3,155949152.0,1.0,32.92,1.0,32.92,32.17,33.04,32.72,32.16,175376985.0,158112501885.0,0.05297462535256933,0.3231511254019295,0.8241281706004998,1.2080002876331442,422.0,167.0,145.0,38.0,57.0,15.0,84.5
1163171,2025-08-08,20.9,22.0,22.08,21.73,20.9,582600,2011,VLID3,12661032.0,1.0,22.0,1.0,22.0,20.9,22.08,21.73,20.9,5883078.0,1800400250.0,0.21992707159760355,-0.005424954792043413,999.0,0.625507704999762,336.5,50.0,9.0,118.0,15.5,144.0,42.5
1163111,2025-08-08,9.08,8.99,9.11,8.97,8.85,170900,603,VTRU3,1533341.0,1.0,8.99,1.0,8.99,9.08,9.11,8.97,8.85,2141784.0,1206210128.0,0.1512525555320917,0.6710037174721191,0.2497315935811327,0.9718528359893165,247.0,30.0,46.0,9.0,110.0,52.0,11.0
1163203,2025-08-08,19.45,19.61,20.14,19.76,19.31,1120500,4468,VULC3,22149844.0,1.0,19.61,1.0,19.61,19.45,20.14,19.76,19.31,10831580.0,5403260960.0,0.10949951346471566,0.1841787439613527,42.80049065589148,0.9907902102000541,334.0,91.0,96.0,69.0,31.0,47.0,40.0
